coord,lon,lat,height,road_id,vegklasse,name,kommentar,is_real,is_generated,fiber_kabel,TK_kabel,uten_raate,tre_stolpe,staal_stolpe,LED,halogen,build_weight,build_weight4
[6.66764970e+05 7.75188475e+06 1.30700000e+01],19.334972156286657,69.82143124805442,13.07,568807759_AAE04B,0.999,100.1,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.66800813e+05 7.75190839e+06 1.38974936e+01],19.33594411254516,69.82161986483044,13.897493554597393,568807759_AAE04B,0.999,100.2,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.66836676e+05 7.75193202e+06 1.37539200e+01],19.336916581484182,69.8218083097868,13.753919954814833,568807759_AAE04B,0.999,100.3,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.66872455e+05 7.75195577e+06 1.30605246e+01],19.33788711106688,69.8219978592576,13.060524632109436,568807759_AAE04B,0.999,100.4,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.66908355e+05 7.75197934e+06 1.25738999e+01],19.338860453832222,69.82218573653873,12.573899871308317,568807759_AAE04B,0.999,100.5,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.66944199e+05 7.75200299e+06 1.19859002e+01],19.33983252454914,69.82237438524315,11.985900165260201,568807759_AAE04B,0.999,100.6,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.66979879e+05 7.75202688e+06 1.14421094e+01],19.34080082396039,69.82256532117692,11.442109433780342,568807759_AAE04B,0.999,100.7,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67015006e+05 7.75205158e+06 1.14876785e+01],19.341756300625946,69.82276383114196,11.48767850558232,568807759_AAE04B,0.999,100.8,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67047811e+05 7.75207927e+06 1.14500000e+01],19.342657132867345,69.82299044949143,11.45,568807759_AAE04B,0.999,100.9,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67078103e+05 7.75210968e+06 1.11082642e+01],19.34349797299101,69.82324310510292,11.108264205211107,568807759_AAE04B,0.999,100.10,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67104689e+05 7.75214339e+06 1.08436971e+01],19.344248887534356,69.8235275449834,10.843697059658373,568807759_AAE04B,0.999,100.11,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67130129e+05 7.75217799e+06 1.07234851e+01],19.34497177879782,69.82382071806184,10.72348511082587,568807759_AAE04B,0.999,100.12,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67155362e+05 7.75221274e+06 1.08700000e+01],19.34568962439029,69.82411534963282,10.87,568807759_AAE04B,0.999,100.13,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67180709e+05 7.75224741e+06 1.05316240e+01],19.34641030404891,69.82440916385892,10.531623976813414,568807759_AAE04B,0.999,100.14,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67205990e+05 7.75228213e+06 1.03963874e+01],19.34712935910825,69.82470346920245,10.396387408419534,568807759_AAE04B,0.999,100.15,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67231469e+05 7.75231670e+06 1.06247076e+01],19.347853301091178,69.82499634615428,10.6247075515589,568807759_AAE04B,0.999,100.16,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67257132e+05 7.75235113e+06 1.09635409e+01],19.348581785577835,69.82528786699477,10.963540862250555,568807759_AAE04B,0.999,100.17,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67281961e+05 7.75238614e+06 1.05872201e+01],19.349289746149967,69.82558506857877,10.58722014446642,568807759_AAE04B,0.999,100.18,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67301293e+05 7.75242441e+06 8.80021595e+00],19.349861320712776,69.82591485941305,8.800215945093155,568807759_AAE04B,0.999,100.19,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67317380e+05 7.75246418e+06 6.94521638e+00],19.350351647204835,69.82626022951202,6.94521638031528,568807759_AAE04B,0.999,100.20,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67335723e+05 7.75250295e+06 6.77329989e+00],19.350898594592707,69.82659521617023,6.773299889162885,568807759_AAE04B,0.999,100.21,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67362515e+05 7.75253635e+06 8.04196008e+00],19.35165450276497,69.82687672420393,8.041960076005996,568807759_AAE04B,0.999,100.22,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67395821e+05 7.75256334e+06 9.64316830e+00],19.352567316182224,69.82709677506767,9.643168302109187,568807759_AAE04B,0.999,100.23,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67428151e+05 7.75259150e+06 1.00583152e+01],19.3534570423994,69.82732787565482,10.058315221075132,568807759_AAE04B,0.999,100.24,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67453593e+05 7.75262599e+06 9.49934890e+00],19.35418007340516,69.82762007106713,9.499348900760713,568807759_AAE04B,0.999,100.25,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67474203e+05 7.75266366e+06 9.12971172e+00],19.354783808888527,69.82794371701007,9.129711715147112,568807759_AAE04B,0.999,100.26,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67493242e+05 7.75270215e+06 8.52441173e+00],19.35534835540516,69.82827569676017,8.52441172755778,568807759_AAE04B,0.999,100.27,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67510496e+05 7.75274145e+06 7.51131388e+00],19.355868208212836,69.828616084769,7.5113138768323395,568807759_AAE04B,0.999,100.28,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67521822e+05 7.75278281e+06 6.42222330e+00],19.356238270379798,69.8289786150259,6.422223295925271,568807759_AAE04B,0.999,100.29,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67528035e+05 7.75282529e+06 6.07595546e+00],19.356477946581403,69.8293545230678,6.075955457913495,568807759_AAE04B,0.999,100.30,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67532199e+05 7.75286803e+06 6.37830571e+00],19.356665051025942,69.82973402386294,6.378305714825242,568807759_AAE04B,0.999,100.31,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67534702e+05 7.75291089e+06 6.87439855e+00],19.35680933246751,69.83011566996441,6.874398551424441,568807759_AAE04B,0.999,100.32,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67530153e+05 7.75295352e+06 6.62994480e+00],19.356770434129135,69.83049971410196,6.62994479701218,568807759_AAE04B,0.999,100.33,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67517608e+05 7.75299454e+06 6.38323563e+00],19.356521393599433,69.83087452466165,6.383235625198168,568807759_AAE04B,0.999,100.34,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67500088e+05 7.75303374e+06 6.16675805e+00],19.35614004335021,69.83123621885468,6.166758054236461,568807759_AAE04B,0.999,100.35,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67480103e+05 7.75307175e+06 6.11968532e+00],19.35569258912735,69.83158886541032,6.119685321465168,568807759_AAE04B,0.999,100.36,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67459462e+05 7.75310941e+06 5.89000000e+00],19.355227483850882,69.83193875424092,5.89,568807759_AAE04B,0.999,100.37,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67438425e+05 7.75314684e+06 6.15225197e+00],19.354751672311924,69.8322869601545,6.152251968700732,568807759_AAE04B,0.999,100.38,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67419376e+05 7.75318530e+06 7.69764338e+00],19.354329272621484,69.83264297775227,7.697643377605065,568807759_AAE04B,0.999,100.39,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67402508e+05 7.75322476e+06 8.57416407e+00],19.35396524229963,69.8330066323028,8.574164073437183,568807759_AAE04B,0.999,100.40,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67389839e+05 7.75326578e+06 8.77380602e+00],19.3537128903996,69.83338148354616,8.773806016290676,568807759_AAE04B,0.999,100.41,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67383120e+05 7.75330813e+06 9.43379022e+00],19.353617214439428,69.83376446550876,9.43379021526237,568807759_AAE04B,0.999,100.42,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67385157e+05 7.75335094e+06 9.64694918e+00],19.35374928544759,69.83414591624837,9.646949176748148,568807759_AAE04B,0.999,100.43,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.011291079424997167,0.014096219575964786
[6.67396612e+05 7.75339223e+06 9.78512520e+00],19.354122637179884,69.83450781929952,9.78512519639082,568807759_AAE04B,0.999,100.44,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.044651538760162306,0.05823122164277846
[6.67415933e+05 7.75343053e+06 9.42624987e+00],19.354694319454698,69.83483789529984,9.426249873267338,568807759_AAE04B,0.999,100.45,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.08484350815363868,0.1134176694732872
[6.67443249e+05 7.75346350e+06 8.80372746e+00],19.355463377201225,69.83511527568155,8.80372746060551,568807759_AAE04B,0.999,100.46,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.07958672068492602,0.10875806574215971
[6.67475086e+05 7.75349230e+06 9.46714656e+00],19.356341889749036,69.83535245246372,9.467146555463135,568807759_AAE04B,0.999,100.47,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.03753343218014756,0.05199726494881416
[6.67507576e+05 7.75352037e+06 1.03047998e+01],19.35723598174925,69.83558265579562,10.304799768885205,568807759_AAE04B,0.999,100.48,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.007178694588919603,0.01028612429534462
[6.67539539e+05 7.75354905e+06 1.00545900e+01],19.358117576212166,69.83581866113714,10.054589995230591,568807759_AAE04B,0.999,100.49,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67570976e+05 7.75357829e+06 9.02682254e+00],19.358986584015938,69.8360599867998,9.026822540023552,568807759_AAE04B,0.999,100.50,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67602341e+05 7.75360760e+06 7.71690338e+00],19.359853878994663,69.83630196903309,7.716903378975006,568807759_AAE04B,0.999,100.51,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67632831e+05 7.75363783e+06 7.51000000e+00],19.360700237745156,69.83655274906621,7.51,568807759_AAE04B,0.999,100.52,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67660043e+05 7.75367100e+06 8.30867581e+00],19.361467068810278,69.83683188324515,8.308675809423129,568807759_AAE04B,0.999,100.53,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67680747e+05 7.75370849e+06 7.93304634e+00],19.362073304263436,69.83715388079287,7.933046336854479,568807759_AAE04B,0.999,100.54,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67692416e+05 7.75374972e+06 6.29407947e+00],19.36245229212635,69.83751508228603,6.294079473765387,568807759_AAE04B,0.999,100.55,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67701574e+05 7.75379167e+06 5.49920801e+00],19.36276753484558,69.83788427516336,5.49920801495072,568807759_AAE04B,0.999,100.56,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67711470e+05 7.75383345e+06 6.27824686e+00],19.36310161232648,69.83825154582087,6.278246857205636,568807759_AAE04B,0.999,100.57,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67721211e+05 7.75387527e+06 7.03289646e+00],19.36343174902314,69.8386192255615,7.0328964612596385,568807759_AAE04B,0.999,100.58,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.003470071312102682,0.003938941637387737
[6.67729261e+05 7.75391745e+06 6.72189954e+00],19.363718750046566,69.83899121516072,6.721899536059507,568807759_AAE04B,0.999,100.59,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.015482790951984288,0.0175748001866817
[6.67734179e+05 7.75396010e+06 6.39908490e+00],19.363925418075116,69.83936937596116,6.399084900302806,568807759_AAE04B,0.999,100.60,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0347875089052486,0.039487939861630635
[6.67736154e+05 7.75400299e+06 6.44007411e+00],19.36405627377763,69.83975163692347,6.440074114123201,568807759_AAE04B,0.999,100.61,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.039150076904666854,0.04443997087001684
[6.67737032e+05 7.75404592e+06 7.29053465e+00],19.36415876101022,69.84013491154339,7.290534650946153,568807759_AAE04B,0.999,100.62,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.021490211596081048,0.024393933622298886
[6.67737561e+05 7.75408885e+06 8.02255816e+00],19.364252210891948,69.84051846453492,8.022558164754983,568807759_AAE04B,0.999,100.63,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.005667711501220519,0.0064335233523864395
[6.67737446e+05 7.75413180e+06 8.17270058e+00],19.36432900271789,69.84090254099281,8.172700582581781,568807759_AAE04B,0.999,100.64,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67737319e+05 7.75417475e+06 8.40000000e+00],19.364405462970186,69.8412866180521,8.4,568807759_AAE04B,0.999,100.65,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67736633e+05 7.75421768e+06 8.96122902e+00],19.36446742251249,69.84167095784014,8.961229024956944,568807759_AAE04B,0.999,100.66,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67732128e+05 7.75426036e+06 8.82612997e+00],19.36442989448793,69.84205543425152,8.82612996554449,568807759_AAE04B,0.999,100.67,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67723735e+05 7.75430247e+06 8.44670556e+00],19.364290520684428,69.84243731738802,8.446705555311143,568807759_AAE04B,0.999,100.68,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67713739e+05 7.75434423e+06 8.36000000e+00],19.36410893263175,69.84281717471832,8.36,568807759_AAE04B,0.999,100.69,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67703507e+05 7.75438594e+06 8.36382103e+00],19.36392113247063,69.84319667526528,8.363821032362575,568807759_AAE04B,0.999,100.70,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67692662e+05 7.75442749e+06 7.39170660e+00],19.363717097095655,69.84357505827613,7.391706598050739,568807759_AAE04B,0.999,100.71,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67685724e+05 7.75446980e+06 5.91907562e+00],19.363615807461752,69.84395782904554,5.919075620852684,568807759_AAE04B,0.999,100.72,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.017682009763585367,0.021023499060110945
[6.67687237e+05 7.75451261e+06 4.47692299e+00],19.36373455828735,69.84433964270842,4.4769229918441935,568807759_AAE04B,0.999,100.73,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.05315760943444419,0.06412853282373336
[6.67699515e+05 7.75455360e+06 4.31464849e+00],19.364129053398628,69.84469829346389,4.314648489810248,568807759_AAE04B,0.999,100.74,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.06871411678803213,0.08450977184611026
[6.67722165e+05 7.75458996e+06 4.52253049e+00],19.364783895063606,69.8450089376147,4.522530485710848,568807759_AAE04B,0.999,100.75,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.03786753654054863,0.0476197517077055
[6.67749236e+05 7.75462330e+06 4.76326114e+00],19.365547785229086,69.84528965423176,4.763261136643914,568807759_AAE04B,0.999,100.76,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.009787966182167153,0.012577060448262145
[6.67776243e+05 7.75465668e+06 5.32075321e+00],19.366310110665165,69.84557084707282,5.320753206229279,568807759_AAE04B,0.999,100.77,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67801679e+05 7.75469128e+06 5.58000000e+00],19.36703395309372,69.84586385479297,5.58,568807759_AAE04B,0.999,100.78,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67822830e+05 7.75472861e+06 5.17007670e+00],19.36765181589316,69.8461840682782,5.170076698598781,568807759_AAE04B,0.999,100.79,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67838371e+05 7.75476860e+06 3.89046240e+00],19.368129162168685,69.84653172556986,3.890462404204722,568807759_AAE04B,0.999,100.80,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.67851485e+05 7.75480949e+06 3.29251152e+00],19.368545277751515,69.8468889187728,3.2925115204485005,568807759_AAE04B,0.999,100.81,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.010895959430261202,0.012681114729502696
[6.67864862e+05 7.75485030e+06 3.81283330e+00],19.368968058724217,69.84724520154684,3.8128332992397302,568807759_AAE04B,0.999,100.82,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.03360410957384074,0.03903243424862544
[6.67878879e+05 7.75489087e+06 4.97354714e+00],19.36940702466763,69.84759900401413,4.973547144757903,568807759_AAE04B,0.999,100.83,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.07547451301881118,0.08798285070364911
[6.67895585e+05 7.75493041e+06 4.84754815e+00],19.369913793579833,69.84794184757317,4.847548146128713,568807759_AAE04B,0.999,100.84,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.13773455723526512,0.16093417341977548
[6.67916907e+05 7.75496761e+06 3.60349988e+00],19.3705359646638,69.84826077059768,3.60349987969901,568807759_AAE04B,0.999,100.85,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.18574309150390356,0.21710068554265985
[6.67943165e+05 7.75500155e+06 2.78501940e+00],19.37128006067442,69.84854733139909,2.785019398045921,568807759_AAE04B,0.999,100.86,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.1827895884218288,0.21405084136739638
[6.67971256e+05 7.75503403e+06 2.31461281e+00],19.37206900584688,69.8488197298299,2.314612808475888,568807759_AAE04B,0.999,100.87,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.15130601159778595,0.17939053771158375
[6.67999396e+05 7.75506647e+06 2.44901236e+00],19.37285919049412,69.84909174557782,2.4490123620149133,568807759_AAE04B,0.999,100.88,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.10256817001782052,0.12338835030822448
[6.68027407e+05 7.75509900e+06 3.62079167e+00],19.37364620286778,69.84936466200169,3.620791671282413,568807759_AAE04B,0.999,100.89,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.06818800342389983,0.08201565801224722
[6.68055768e+05 7.75513122e+06 4.92984280e+00],19.374441729491938,69.84963453926864,4.929842802759141,568807759_AAE04B,0.999,100.90,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.03156245018281584,0.03778890553940656
[6.68080617e+05 7.75516613e+06 6.83881435e+00],19.375151211553085,69.84993071360716,6.838814352620857,568807759_AAE04B,0.999,100.91,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.008072548797675203,0.009541670178284669
[6.68100101e+05 7.75520435e+06 8.31045865e+00],19.375727740542455,69.85025990275813,8.310458652628073,568807759_AAE04B,0.999,100.92,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.68113027e+05 7.75524522e+06 9.66912101e+00],19.376139109693817,69.8506169859743,9.669121014025237,568807759_AAE04B,0.999,100.93,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.68119604e+05 7.75528762e+06 1.00607590e+01],19.37638871829443,69.85099192877323,10.06075896306925,568807759_AAE04B,0.999,100.94,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.68124831e+05 7.75533020e+06 7.98547671e+00],19.37660362689964,69.85136922942587,7.98547670857819,568807759_AAE04B,0.999,100.95,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.68130427e+05 7.75537276e+06 6.72204167e+00],19.376828081970405,69.85174617375436,6.722041674369421,568807759_AAE04B,0.999,100.96,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.68136298e+05 7.75541529e+06 6.76774868e+00],19.37705964620458,69.85212274739413,6.767748675885308,568807759_AAE04B,0.999,100.97,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.68142345e+05 7.75545778e+06 8.35726323e+00],19.37729567995869,69.85249875690835,8.35726322830867,568807759_AAE04B,0.999,100.98,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.68148282e+05 7.75550031e+06 9.25871691e+00],19.37752894181546,69.85287515452771,9.258716910389019,568807759_AAE04B,0.999,100.99,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.68154526e+05 7.75554278e+06 1.05666286e+01],19.377770093533293,69.8532508811347,10.566628573608599,568807759_AAE04B,0.999,100.100,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.68160744e+05 7.75558525e+06 1.18315651e+01],19.378010569089607,69.85362666148778,11.831565117935861,568807759_AAE04B,0.999,100.101,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.68167269e+05 7.75562770e+06 1.17354990e+01],19.3782589535846,69.85400199511042,11.735499013021832,568807759_AAE04B,0.999,100.102,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.68174405e+05 7.75567003e+06 1.07114472e+01],19.378523009386054,69.85437594679897,10.71144723885336,568807759_AAE04B,0.999,100.103,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.68182787e+05 7.75571214e+06 9.60624486e+00],19.37881895965459,69.85474702885338,9.606244857063714,568807759_AAE04B,0.999,100.104,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.010000078431949779,0.011474930498463109
[6.68192748e+05 7.75575388e+06 8.20864084e+00],19.379155208270276,69.85511384112571,8.208640842045439,568807759_AAE04B,0.999,100.105,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.03676264910621746,0.04286142799749122
[6.68206167e+05 7.75579466e+06 8.15250934e+00],19.379579363242012,69.85546980612557,8.15250934418618,568807759_AAE04B,0.999,100.106,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.06941565231354556,0.0824475898183933
[6.68222059e+05 7.75583455e+06 8.75056050e+00],19.38006604368769,69.85581623377414,8.750560497828667,568807759_AAE04B,0.999,100.107,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0664222998644784,0.08053355835304558
[6.68240671e+05 7.75587323e+06 8.27427077e+00],19.38062106500748,69.8561501853593,8.27427077077042,568807759_AAE04B,0.999,100.108,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.034137351470941435,0.04275365579380299
[6.68262068e+05 7.75591044e+06 7.09019774e+00],19.38124556491087,69.85646909884316,7.090197735658788,568807759_AAE04B,0.999,100.109,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.02295498573597568,0.03028507239783656
[6.68286159e+05 7.75594598e+06 6.96172089e+00],19.38193689245553,69.8567713843905,6.961720892620345,568807759_AAE04B,0.999,100.110,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.04372561211308892,0.0575758369030251
[6.68311397e+05 7.75598072e+06 7.69026673e+00],19.382656489111838,69.85706576999141,7.690266728070086,568807759_AAE04B,0.999,100.111,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.06354010411299077,0.08187894889504185
[6.68336762e+05 7.75601537e+06 8.53111363e+00],19.38337925322144,69.85735921978934,8.531113633745143,568807759_AAE04B,0.999,100.112,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.045100058401745864,0.05694454425817341
[6.68362195e+05 7.75604997e+06 8.88778576e+00],19.38410368653121,69.85765224493443,8.887785758004178,568807759_AAE04B,0.999,100.113,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.01558679350395211,0.019321731946733797
[6.68387624e+05 7.75608458e+06 8.38465683e+00],19.38482805070913,69.85794529386722,8.384656828883877,568807759_AAE04B,0.999,100.114,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.68413148e+05 7.75611911e+06 7.76980336e+00],19.385554765038744,69.85823764190175,7.769803363085855,568807759_AAE04B,0.999,100.115,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.68438621e+05 7.75615369e+06 7.23843975e+00],19.38628026637405,69.85853036207749,7.2384397497374735,568807759_AAE04B,0.999,100.116,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.68464066e+05 7.75618828e+06 7.11234899e+00],19.38700508602973,69.85882330663887,7.112348991743693,568807759_AAE04B,0.999,100.117,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.68489751e+05 7.75622270e+06 7.42250585e+00],19.387735835851604,69.85911449821235,7.422505846434442,568807759_AAE04B,0.999,100.118,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.0,0.0
[6.68515124e+05 7.75625735e+06 7.88620348e+00],19.388458927933357,69.85940792687492,7.886203478772558,568807759_AAE04B,0.999,100.119,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.001951466462855835,0.0026612104991633285
[6.68540276e+05 7.75629216e+06 7.99919643e+00],19.38917660505194,69.85970297317621,7.999196434243871,568807759_AAE04B,0.999,100.120,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.01194466406540901,0.015473541814450674
[6.68565862e+05 7.75632665e+06 8.39824534e+00],19.389904989062888,69.85999486569298,8.398245339742981,568807759_AAE04B,0.999,100.121,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.03108788238466098,0.039315916058400326
[6.68591481e+05 7.75636110e+06 9.30183490e+00],19.390634163555937,69.86028641696458,9.301834897605564,568807759_AAE04B,0.999,100.122,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.04144377504936921,0.05095654286544734
[6.68617119e+05 7.75639555e+06 9.88698502e+00],19.391363848881916,69.86057790831354,9.886985020332915,568807759_AAE04B,0.999,100.123,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.028450911621494147,0.033990701006899306
[6.68642891e+05 7.75642990e+06 1.07710866e+01],19.3920968043072,69.86086836124701,10.771086616060046,568807759_AAE04B,0.999,100.124,*** Generert stolpe ***,0,1,0,0,1,1,0,1,0,0.010030033225179822,0.011681759720501051
